Short_name,DCA1,DCA2,Dataset,Species,Specialization
PirHyg,1.8458682491089575,0.3375842199165613,All Combined,Piratula hygrophila,2
PirLat,-0.111569474065223,-1.1563825275540576,All Combined,Piratula latitans,2
PirUli,0.5889155162077528,1.7029956097358228,All Combined,Piratula uliginosa,3
PocJun,-0.20377733740202664,-0.08437471868949942,All Combined,Pocadicnemis juncea,1
PocPum,-0.23188087637629506,-0.020139106130343754,All Combined,Pocadicnemis pumila ,1
RobAru,-0.513073515324811,0.6205350764958149,All Combined,Robertus arundineti,0
SibAur,0.2620062748353378,-1.2410349280131991,All Combined,Sibianor aurocinctus,0
SilEle,-0.08789221249791201,-1.4293400643357108,All Combined,Silometopus elegans,2
TalExp,0.5819447751546627,0.02957024286681631,All Combined,Tallusia experta,2
TenFla,-1.2894087905931546,0.8707983090780647,All Combined,Tenuiphantes flavipes,0
TenTen,-1.4850231466928585,0.8761517222005222,All Combined,Tenuiphantes tenuis,0
ThaStr,-0.6479259621073783,-0.36754533725794114,All Combined,Thanatus striatus,1
TmeAff,-1.682445105899009,1.94892338421434,All Combined,Tmeticus affinis,2
TroSpi,0.9075810206674559,0.13659979740187378,All Combined,Trochosa spinipalpis,2
TroTer,0.08857825236546468,1.523590194705303,All Combined,Trochosa terricola,1
WalAlt,-1.446010170520031,1.9353943644208211,All Combined,Walckenaeria alticeps,2
WalAtr,4.098772163178241,-0.0870971929952642,All Combined,Walckenaeria atrotibialis,1
WalDys,4.236613626552695,0.8736183275596323,All Combined,Walckenaeria dysderoides,1
WalFur,1.6268483497479058,2.046722864780413,All Combined,Walckenaeria furcillata,0
WalKoc,-0.6379683164599761,-0.5536182380971354,All Combined,Walckenaeria kochi,2
WalVig,-0.25362758710395605,-1.9361053128714296,All Combined,Walckenaeria vigilax,2
XysBif,-0.7740568237168567,-1.6687556554101886,All Combined,Xysticus bifasciatus,1
XysCri,-0.496881346877198,-0.7063178532838887,All Combined,Xysticus cristatus,1
XysKoc,0.10882058364787972,-1.479520381218268,All Combined,Xysticus kochi,0
XysUlm,-0.047623833263537696,-0.17848224454660477,All Combined,Xysticus ulmi,2
ZelLat,-0.22074929746964722,1.5083006985649812,All Combined,Zelotes latreilei,0
ZelSub,1.0645970710679091,2.1543507981455647,All Combined,Zelotes subterraneus,1
ZorSpi,-0.5388628891727758,1.0988015934844162,All Combined,Zora spinimana,1
AcuCer,-0.5890184581819878,-1.1527447624806675,All Combined,Aculepeira ceropegia,0
AchCon,1.1202561568281308,-2.6711613216988925,All Combined,Achaeridion conigerum,3
AraStu,-0.15686654807139533,-2.1983059092889334,All Combined,Araneus sturmi,0
AraCuc,-0.8736321457745334,1.037201190501675,All Combined,Araniella cucurbitina,0
AraOpi,-1.5324601518660108,-2.8704844779631635,All Combined,Araniella opistographa,0
ArgBru,-0.16171283204191056,0.798155098803659,All Combined,Argiope bruennichi,0
AttFlo,-1.2259385918941905,0.6066478208706163,All Combined,Attulus floricola,2
CerPro,2.110404150630993,-0.7352242426035316,All Combined,Cercidia prominens,1
CluKul,0.5391067753865695,-3.2082567584660344,All Combined,Clubiona kulczynskii,3
CycCon,-2.4906654236408814,0.9154497198898546,All Combined,Cyclosa conica,0
DiaDor,-1.2701464901559343,-3.4823779254223113,All Combined,Diaea dorsata,0
DicAru,-1.448733606637537,0.6324237292220143,All Combined,Dictyna arundinacea,0
DicPus,-0.6576890126603198,1.4222421443769346,All Combined,Dictyna pusilla,0
DipMel,-1.9569919818420642,1.8495318970590335,All Combined,Dipoena melanogaster,0
DisEle,-1.097807915001334,-1.122875346687079,All Combined,Dismodiscus elevatus,1
EntCon,0.9434629042197678,-0.40800194175535953,All Combined,Entelecara congenera,0
GibGib,-1.268727291826809,-1.0133944264227341,All Combined,Gibbaranea gibbosa,0
HelCup,-0.3737930440072699,2.0960295775191105,All Combined,Heliophanus cupreus,0
HelDam,-0.9183490614417645,0.4795786745010482,All Combined,Heliophanus dampfi,1
HypCor,-0.7537074538630846,-0.1669585188647611,All Combined,Hypomma cornutum,2
HypHer,-0.06464603382106138,-1.1189743025178245,All Combined,Hypsosinga heri,2
HypPyg,-0.00677929261278909,1.2961256627555828,All Combined,Hypsosinga pygmaea,1
HypSan,0.06758991039305673,0.5282953369599248,All Combined,Hypsosinga sanguinea,1
CheErr,-1.2894087905931546,0.8707983090780647,All Combined,Cheiracanthium erraticum,1
LarCor,-0.05631911072593976,-0.8237525062383039,All Combined,Larinioides cornutus,2
LasTri,-1.9257583832414948,1.6424246491698735,All Combined,Lasaeola tristis,0
LatHum,-0.9193157793044257,-3.277229985165485,All Combined,Lathys humilis,0
LinHor,-1.5253259944241493,-0.7238505393962146,All Combined,Linyphia hortensis,0
ManAca,-0.26638298618177536,-0.5807253872808006,All Combined,Mangora acalypha,0
MarRad,4.594434237040381,0.234696536934897,All Combined,Marpissa radiata,2
MerTri,-0.675148578528259,2.101314878833985,All Combined,Mermessus trilobatus,1
MetMen,4.11013822989061,0.98356333025664755,All Combined,Metellina mengei,0
MetPro,1.3170140704423938,1.9218634126273062,All Combined,Metopobactrus prominulus,1
MicHer,1.4260428568797903,2.6293054830270504,All Combined,Micrargus herbigradus,0
MicPus,0.9099608802290038,-1.2288046638042593,All Combined,Microlinyphia pusilla,0
MicVir,-0.9505002889731101,1.4598276300257416,All Combined,Micrommata virescens,0
MisVat,-0.19900385124800712,1.3804631946867851,All Combined,Misumena vatia,0
NusNas,0.5391067753865695,-3.2082567584660344,All Combined,Nusoncus nasutus,0
ObsObs,-0.7208203523919479,0.04460355676589489,All Combined,Obscuriphantes obscurus,0
OxyRam,-1.381661645460246,2.193949791267415,All Combined,Oxyopes ramosus,1
PaiPal,0.8543863641149934,-1.1799565497568385,All Combined,Paidiscura pallens,0
PhiAlb,-0.6210000920081972,1.8578067698911145,All Combined,Philodromus albidus,0
PhiAur,0.32285310213017104,1.3195541403901832,All Combined,Philodromus aureolus,0
PhiCol,-0.3477471627909919,-2.3268479766828305,All Combined,Philodromus collinus,0
PhyImp,-0.19857837516818044,-0.9054383997541697,All Combined,Phylloneta impressa,0
PhySis,-2.4906654236408814,0.9154497198898546,All Combined,Phylloneta sisyphia,0
PisMir,-0.08693661016232579,1.3638131648660905,All Combined,Pisaura mirabilis,0
PlaTin,-1.8893656642660488,-1.7652576601341008,All Combined,Platnickina tincta,0
PorPyg,-0.10826395630013874,0.45649247380868285,All Combined,Porrhomma pygmaeum,2
SimSim,-2.4906654236408814,0.9154497198898546,All Combined,Simitidion simile,0
SinHam,1.0566295490478206,2.427069317041886,All Combined,Singa hamata,1
TetExt,-0.18555260489998027,-0.2893679313371068,All Combined,Tetragnatha extensa,2
TetMon,4.090892521348229,1.8717200916240202,All Combined,Tetragnatha montana,2
TetNig,0.09117137332033087,-1.1159048264519278,All Combined,Tetragnatha nigrita,1
TetObt,-1.0035303330297656,2.0608460496283203,All Combined,Tetragnatha obtusa,2
TetPin,0.39251402022246284,0.8988247449335414,All Combined,Tetragnatha pinicola,1
TheBoe,-1.5324601518660108,-2.8704844779631635,All Combined,Theridion boesenbergi,0
TheHem,-1.682445105899009,1.94892338421434,All Combined,Theridion hemerobium,1
TheVar,-1.8519971285579224,1.720678065334004,All Combined,Theridion varians,0
TibMar,-1.517664627542072,2.5402188038968845,All Combined,Tibellus maritimus,2
TibObl,0.7443064440480003,2.2269420808598523,All Combined,Tibellus oblongus,0
TisVag,-0.28463437815570436,-1.33815430567484,All Combined,Tiso vagans,1
TreCri,-0.018467825786769643,-0.5253625387047435,All Combined,Trematocephalus cristatus,0
TriCit,-1.3948470294562405,-3.0326230466967212,All Combined,Trichopterna cito,2
AraQua,-0.48957518121267835,0.3062773830595691,All Combined,Araneus quadratus,0
CluLut,4.594434237040381,0.234696536934897,All Combined,Clubiona lutescens,0
CluPhr,-0.7918432841290943,2.1620144070315885,All Combined,Clubiona phragmitis,2
CluSta,-1.2701464901559343,-3.4823779254223113,All Combined,Clubiona stagnatilis,2
EnoOva,0.6299926738293729,1.0565934584566423,All Combined,Enoplognatha ovata,0
EntFla,-1.1209391496783905,-0.7464956031626158,All Combined,Entelecara flavipes,0
EriDen,-1.34587222665059,-2.41974898164941,All Combined,Erigone dentipalpis,0
EvaFal,-2.061987116725447,1.9783849361576133,All Combined,Evarcha falcata,0
HelFla,-1.2894087905931546,0.8707983090780647,All Combined,Heliophanus flavipes,0
LinTri,1.3150602084086553,1.6614413330619917,All Combined,Linyphia triangularis,0
NerRad,-0.906404598811595,3.5453473468977044,All Combined,Neriene radiata,0
SynGlo,-1.6041654886763683,1.9940226529458513,All Combined,Synema globosum,1
TheGem,-0.6294770610159708,3.7309365216393293,All Combined,Theridiosoma gemmosum,2
AgrBru,1.0345249195021158,1.3552772869312806,All Combined,Agroeca brunnea,0
AgyAff,-1.8529414073031967,1.4719991132829935,All Combined,Agyneta affinis,0
AttPub,-1.248613495732759,0.06287280818225005,All Combined,Attulus pubescens,0
BatApp,-0.5311110374867217,-3.048080170541999,All Combined,Bathyphantes approximatus,2
CalCla,-1.682445105899009,1.94892338421434,All Combined,Callobius claustrarius,0
CicCic,1.1202561568281308,-2.6711613216988925,All Combined,Cicurina cicur,0
CluDiv,-0.990394950381321,-0.6466522799411991,All Combined,Clubiona diversa,1
CluSus,-1.2189763744245696,-1.0202040078765267,All Combined,Clubiona subsaltans,1
CluSut,1.2359012615496108,1.4324124766760535,All Combined,Clubiona subtilis,1
DicNig,-0.8298156335791192,-2.134389402199107,All Combined,Dicymbium nigrum,2
GonRuf,4.594434237040381,0.234696536934897,All Combined,Gongylidium rufipes,2
HahPus,-1.4567445013588642,1.959599867503624,All Combined,Hahnia pusilla,0
HarLep,0.06794830316788325,0.4405687440955439,All Combined,Harpactea lepida,0
HypBit,-1.2701464901559343,-3.4823779254223113,All Combined,Hypomma bituberculatum,2
OzyAto,-0.03162060724653004,0.017498983429617976,All Combined,Ozyptila atomaria,1
OzySca,0.6299926738293729,1.0565934584566423,All Combined,Ozyptila scabricula,0
PelPar,-1.0947309838970805,-3.379800420989195,All Combined,Pelecopsis parallela,1
SinCor,-1.3130804178675917,0.8489317833155732,All Combined,Sintula corniger,1
TarSet,1.4810015239230723,3.175657034277052,All Combined,Taranucnus setosus,2
TriTho,-1.0391752443905626,-1.8308373099542763,All Combined,Trichopternoides thorelli,2
WalCus,-0.03162060724653004,0.017498983429617976,All Combined,Walckenaeria cuspidata,1
WalObt,2.089534845748755,1.1928237141068454,All Combined,Walckenaeria obtusa,1
XysErr,-0.8298156335791192,-2.134389402199107,All Combined,Xysticus erraticus,0
ZelPet,-0.9113264428766938,2.667220769939509,All Combined,Zelotes petrensis,0
