Species,DCA1,DCA2,Dataset
PirHyg,1.880028584238178,-0.4741967560822855,Cerven Month
PirLat,0.14403614149141797,0.9808900064457178,Cerven Month
PirUli,0.13441535476596655,-1.5620437314079654,Cerven Month
PocJun,0.2499147244492197,0.3456884928293955,Cerven Month
PocPum,-0.7884857577496478,1.3082146730239121,Cerven Month
RobAru,0.44271456237079043,-0.7015841278634041,Cerven Month
SibAur,-0.8274979059808734,1.9952821778886536,Cerven Month
SilEle,0.7872296527130276,0.8757590293778748,Cerven Month
TalExp,-1.2658335023649279,-0.2708602402029443,Cerven Month
TenFla,-0.8431691613935073,-0.993401793333137,Cerven Month
TenTen,-2.8657516245673684,-0.9204503335453287,Cerven Month
ThaStr,-0.06437315379801634,1.3463443000165611,Cerven Month
TmeAff,-1.2993342919204198,-1.518345219098705,Cerven Month
TroSpe,-0.38980632006729765,-1.0879005343837667,Cerven Month
TroSpi,-0.12582399048361825,0.4572941607761263,Cerven Month
TroTer,-0.4733266066840822,2.0860575822513217,Cerven Month
WalAlt,-1.37906423958237,-2.13980608916245,Cerven Month
WalAtr,3.8174859975895163,-0.1825497015968489,Cerven Month
WalDys,4.503790670845322,-0.33565148731867334,Cerven Month
WalFur,-0.8740917688206289,-2.3975381665912003,Cerven Month
WalKoc,-0.3099763142343548,0.19133274923611898,Cerven Month
WalVig,-0.06880095750467508,1.8647696544588417,Cerven Month
XysBif,-1.117277077571204,2.193917370936307,Cerven Month
XysCri,-0.4472893176431816,-0.3726434509075953,Cerven Month
XysKoc,0.8639238302334511,1.4746071204454911,Cerven Month
XysUlm,1.146537942535295,-1.5932174279380522,Cerven Month
ZelLat,-1.03514105923953,-1.751769982638402,Cerven Month
ZelSub,1.219138498513861,1.873592358386857,Cerven Month
ZorSpi,-0.655313802753871,-1.5446808434414794,Cerven Month
AcuCer,-0.4782283430357612,0.6391282542652905,Cerven Month
AraStu,-0.7629044914792193,2.418276042368197,Cerven Month
AraCuc,-1.0246508122103186,-0.4888490112417514,Cerven Month
ArgBru,-0.15036794591402947,-0.8326981856744349,Cerven Month
AttFlo,-0.011045766968003967,-0.028481825902272773,Cerven Month
DicAru,-1.3976289312306633,-0.7497906171302802,Cerven Month
DipMel,-1.531910925280725,-3.3680211748719016,Cerven Month
DisEle,0.17985447003358956,1.858196999287308,Cerven Month
DolSpe,1.0465199738039734,-2.0336164583009944,Cerven Month
HelCup,0.870366912816249,-1.7998338073451596,Cerven Month
HypCor,-1.531910925280725,-3.3680211748719016,Cerven Month
HypHer,-0.11002710308002905,0.7483749511441693,Cerven Month
HypPyg,-0.9147540727575729,-1.3029954451901276,Cerven Month
HypSan,-1.323952248584429,2.131294910538324,Cerven Month
LarCor,-0.7220767907782455,-0.00405669491130034,Cerven Month
LasTri,-2.1691227395579586,-1.0663729146548664,Cerven Month
ManAca,-0.45202302054637356,0.9072486505179036,Cerven Month
MarRad,4.503790670845322,-0.33565148731867334,Cerven Month
MicPus,-3.0628476760146848,2.942475927525908,Cerven Month
MicVir,0.8953249557421965,-1.9589129835155694,Cerven Month
MisVat,0.6569105801079482,-2.122598260682344,Cerven Month
OxyRam,-0.5448842006658468,-3.053615523985772,Cerven Month
PhiAlb,-0.7657834698110271,-1.9329245929300032,Cerven Month
PhiAur,-1.4010892663937051,2.2343273323997965,Cerven Month
PhiCol,0.01840050781587932,2.256470906063209,Cerven Month
PhyImp,-0.26914930782353297,1.1987833715202907,Cerven Month
PisMir,0.6043392988290046,-1.766242376672317,Cerven Month
PlaTin,-1.6899363407409456,2.866303813135698,Cerven Month
TetExt,-0.3223078066005245,0.23721003635822369,Cerven Month
TetMon,4.046619720325713,-0.6430689782965939,Cerven Month
TetNig,-0.6673590260554922,0.5209848947188847,Cerven Month
TetObt,-3.5918956603654064,-1.2471241647969304,Cerven Month
TetPin,0.018874825073611046,1.6982966315902588,Cerven Month
TibMar,-1.0593001271320173,-3.080074798040733,Cerven Month
TibObl,1.6648290226135698,-1.3027631048636803,Cerven Month
TreCri,1.5020365302601997,1.4194949575461897,Cerven Month
AraQua,0.9596075196475176,-0.5870125661283656,Cerven Month
CluLut,4.503790670845322,-0.33565148731867334,Cerven Month
CluPhr,-3.5918956603654064,-1.2471241647969304,Cerven Month
CluSta,0.43399976360101666,2.213380558679813,Cerven Month
EnoOva,2.0225433017727017,-1.3397967701407079,Cerven Month
EntFla,-0.832972726435111,-0.3217975228856125,Cerven Month
EriDen,0.018874825073611046,1.6982966315902588,Cerven Month
EvaFal,-2.313785290808142,-1.3869209891181389,Cerven Month
HelFla,-0.8431691613935073,-0.993401793333137,Cerven Month
LinTri,-1.6566031253653137,-2.122016984307584,Cerven Month
NerRad,-0.7981552388986426,-2.767706315885877,Cerven Month
SynGlo,-0.8511224939760313,-1.5953177082156753,Cerven Month
TheGem,-1.0280250039375725,-2.7432835098313646,Cerven Month
