Species,DCA1,DCA2,Dataset
ThaStr,-0.3486366350777921,-1.3627430226782886,Kveten Month
TroSpi,1.1266149621261603,0.23044717050733432,Kveten Month
TroTer,-0.557692997326409,1.7295960102910304,Kveten Month
WalAlt,-1.349564320525315,0.9271965444962487,Kveten Month
WalDys,2.8183163783993033,2.548663905809998,Kveten Month
WalKoc,-0.7450929678337108,-0.19048460985667148,Kveten Month
WalVig,0.057164686322408675,-1.9109521101266311,Kveten Month
XysBif,-0.3836749634799511,-1.1774215582878225,Kveten Month
XysCri,-0.4424378990736523,-1.0090943014018765,Kveten Month
XysKoc,1.3473777319070959,-1.7024068715288003,Kveten Month
XysUlm,-0.11772147984318204,-1.0257022600608008,Kveten Month
ZelLat,-0.2712563924956217,1.2037429489126217,Kveten Month
ZelSub,-0.9347702939066233,3.259443009806578,Kveten Month
ZorSpi,-1.1479505777858063,0.6473784644026155,Kveten Month
AcuCer,-0.3006471082752378,0.18036061412124638,Kveten Month
AchCon,0.6926475718049825,-2.0579072120036956,Kveten Month
AraStu,-0.02111764152642459,-1.1327962307282016,Kveten Month
AraCuc,-2.3463415399429204,-2.582843272750921,Kveten Month
AraOpi,-0.6542947602470264,-1.3718982767733157,Kveten Month
ArgBru,-0.33442106627080714,2.162104108133578,Kveten Month
AttFlo,-1.829863207867798,-1.0824777624275774,Kveten Month
CerPro,2.064516995832073,0.7057178322476696,Kveten Month
CluKul,-0.02111764152642459,-1.1327962307282016,Kveten Month
CycCon,-2.2134475591844343,1.9493403427376206,Kveten Month
DiaDor,-0.22564735973185135,-2.2174772736965354,Kveten Month
DicAru,-1.0671218777456482,-1.0551591440218957,Kveten Month
DicPus,-0.7948134945475792,1.6381813644548602,Kveten Month
DipMel,-1.6411560768249285,-1.1042628670841415,Kveten Month
DisEle,-0.7203984681433863,-1.4185465693567862,Kveten Month
DolSpe,-1.0763435726189508,-1.4709254556714313,Kveten Month
EntCon,-0.7015520757524929,-1.8516873799993396,Kveten Month
GibGib,-0.6741727953045592,-1.8819572711447519,Kveten Month
HelCup,-1.304746017757016,1.903654726534213,Kveten Month
HelDam,-0.77607329284832,-0.40289286861642104,Kveten Month
HypCor,-0.6399950173085474,-1.4925324548689387,Kveten Month
HypHer,-0.6483007472486704,-1.9059245836957324,Kveten Month
HypPyg,-0.22036541234156082,1.3108893503780583,Kveten Month
HypSan,1.146754749366705,1.3611215208685008,Kveten Month
CheErr,-0.1775383323515355,1.25215809887827,Kveten Month
LarCor,0.7943475889612805,-0.07325457935154844,Kveten Month
LasTri,-1.2262965265741175,1.7066293388207507,Kveten Month
LatHum,-0.1900057548627796,-2.210544166533781,Kveten Month
LinHor,-0.8477630567183563,-0.8681984980963511,Kveten Month
ManAca,0.20232853132737505,0.12714299839846532,Kveten Month
MarRad,4.3296979197036,0.24223816484675287,Kveten Month
MerTri,-0.26186939762001693,2.042610818090904,Kveten Month
MetMen,4.074627390449819,1.6200413266896476,Kveten Month
MetPro,0.8795476095900099,1.6644991768812571,Kveten Month
MicHer,-1.2779639137904346,1.7547736979959414,Kveten Month
MicPus,1.016923959069572,0.3390326838555371,Kveten Month
MicVir,-1.53346076557163,0.5671454433625789,Kveten Month
MisVat,-0.5792433006130382,1.047013769056832,Kveten Month
NusNas,-0.02111764152642459,-1.1327962307282016,Kveten Month
ObsObs,0.3487038434564538,0.7955136372477825,Kveten Month
OxyRam,-1.6166467291775972,0.4729744121680217,Kveten Month
PaiPal,1.8045916123065104,-1.195373190127222,Kveten Month
PhiAlb,-1.2252294421376178,1.7242945415242448,Kveten Month
PhiAur,-1.2779639137904346,1.7547736979959414,Kveten Month
PhiCol,-0.9325680713467271,-1.2380792318932714,Kveten Month
PhyImp,0.020350605174888403,-0.5563673996858132,Kveten Month
PhySis,-2.2134475591844343,1.9493403427376206,Kveten Month
PisMir,-0.10039466803124308,1.2415727129642156,Kveten Month
PlaTin,-1.1808936665533067,1.2595724850962389,Kveten Month
PorPyg,-1.0688263440172887,-1.852221283418358,Kveten Month
SimSim,-2.2134475591844343,1.9493403427376206,Kveten Month
SinHam,-1.0118881550514827,1.1047741134766176,Kveten Month
TetExt,0.18632917174722863,-1.1218850797936606,Kveten Month
TetMon,-1.1449258190035467,1.4336509645772255,Kveten Month
TetNig,-0.5200097041772196,-0.7152473963339188,Kveten Month
TetObt,-0.8778324483939546,2.561654868614032,Kveten Month
TetPin,-0.7955655162343526,1.0759090562141485,Kveten Month
TheBoe,-0.6542947602470264,-1.3718982767733157,Kveten Month
TheHem,-1.153536293888808,2.0839165120202807,Kveten Month
TheVar,-2.3463415399429204,-2.582843272750921,Kveten Month
TibMar,-2.3463415399429204,-2.582843272750921,Kveten Month
TibObl,-0.3358792684231161,2.080704115826924,Kveten Month
TisVag,-0.12821623471546795,-1.588777834070537,Kveten Month
TreCri,-0.23079816190949864,-1.039170153556238,Kveten Month
TriCit,-0.5348456648500937,-1.9214266742047759,Kveten Month
AgrBru,-0.5792433006130382,1.047013769056832,Kveten Month
AgyAff,-1.5456397974405838,2.2554973654934622,Kveten Month
AttPub,-0.9298017349458212,-2.258632030808233,Kveten Month
BatApp,0.5180378788704338,-2.617514337842769,Kveten Month
CalCla,-1.153536293888808,2.0839165120202807,Kveten Month
CicCic,0.6926475718049825,-2.0579072120036956,Kveten Month
CluDiv,-1.0763435726189508,-1.4709254556714313,Kveten Month
CluSus,-0.49418392476314427,-0.8040610602555538,Kveten Month
CluSut,0.7751095951635387,1.3965909331705537,Kveten Month
DicNig,-0.31044031449211307,-1.356552765593626,Kveten Month
GonRuf,4.3296979197036,0.24223816484675287,Kveten Month
HahPus,-1.283491477317618,1.4226878272707377,Kveten Month
HarLep,-0.48271937017226413,0.8361998544343774,Kveten Month
HypBit,-0.22564735973185135,-2.2174772736965354,Kveten Month
OzyAto,1.3711023702432439,1.8875161467447634,Kveten Month
OzySca,-0.05743412309855511,2.0638266417728985,Kveten Month
PelPar,-0.20782634367877373,-2.2140127596258696,Kveten Month
SinCor,-0.7760153802831522,0.7191818724451593,Kveten Month
TarSet,-0.8498033614136704,3.921998492162804,Kveten Month
TriTho,-0.13574788100781365,0.24411400798522198,Kveten Month
WalCus,1.3711023702432439,1.8875161467447634,Kveten Month
WalObt,2.833829197313377,1.9314243261712167,Kveten Month
XysErr,-0.31044031449211307,-1.356552765593626,Kveten Month
ZelPet,-0.8869523020810048,2.627997878482101,Kveten Month
