Short_name,DCA1,DCA2,Dataset,Species,Specialization
ParRip,-1.163678009201615,2.4561904478964056,Kveten Month,Pardosa riparia,1
PirPis,-0.4533701813879591,-1.0895951588524915,Kveten Month,Pirata piscatorius,2
PirHyg,0.44941889530495094,1.0771281586502026,Kveten Month,Piratula hygrophila,2
PirLat,-0.23017059565045161,-1.914166863706384,Kveten Month,Piratula latitans,2
PirUli,0.2747622179470699,1.9038658315762256,Kveten Month,Piratula uliginosa,3
PocJun,-0.05337369674917514,0.8017944193157736,Kveten Month,Pocadicnemis juncea,1
PocPum,-0.37224460518569846,0.3714550488646451,Kveten Month,Pocadicnemis pumila ,1
RobAru,-0.6558637570414476,-3.2000734028821602,Kveten Month,Robertus arundineti,0
SibAur,-1.0763435726189508,-1.4709254556714313,Kveten Month,Sibianor aurocinctus,0
SilEle,-0.11143674889961308,-1.1247000784524301,Kveten Month,Silometopus elegans,2
TalExp,0.16264982576728615,0.14001330392336309,Kveten Month,Tallusia experta,2
TenTen,-0.31044031449211307,-1.356552765593626,Kveten Month,Tenuiphantes tenuis,0
ThaStr,-0.3486366350777921,-1.3627430226782886,Kveten Month,Thanatus striatus,1
TroSpi,1.1266149621261603,0.23044717050733432,Kveten Month,Trochosa spinipalpis,2
TroTer,-0.557692997326409,1.7295960102910304,Kveten Month,Trochosa terricola,1
WalAlt,-1.349564320525315,0.9271965444962487,Kveten Month,Walckenaeria alticeps,2
WalDys,2.8183163783993033,2.548663905809998,Kveten Month,Walckenaeria dysderoides,1
WalKoc,-0.7450929678337108,-0.19048460985667148,Kveten Month,Walckenaeria kochi,2
WalVig,0.057164686322408675,-1.9109521101266311,Kveten Month,Walckenaeria vigilax,2
XysBif,-0.3836749634799511,-1.1774215582878225,Kveten Month,Xysticus bifasciatus,1
XysCri,-0.4424378990736523,-1.0090943014018765,Kveten Month,Xysticus cristatus,1
XysKoc,1.3473777319070959,-1.7024068715288003,Kveten Month,Xysticus kochi,0
XysUlm,-0.11772147984318204,-1.0257022600608008,Kveten Month,Xysticus ulmi,2
ZelLat,-0.2712563924956217,1.2037429489126217,Kveten Month,Zelotes latreilei,0
ZelSub,-0.9347702939066233,3.259443009806578,Kveten Month,Zelotes subterraneus,1
ZorSpi,-1.1479505777858063,0.6473784644026155,Kveten Month,Zora spinimana,1
AcuCer,-0.3006471082752378,0.18036061412124638,Kveten Month,Aculepeira ceropegia,0
AchCon,0.6926475718049825,-2.0579072120036956,Kveten Month,Achaeridion conigerum,3
AraStu,-0.02111764152642459,-1.1327962307282016,Kveten Month,Araneus sturmi,0
AraCuc,-2.3463415399429204,-2.582843272750921,Kveten Month,Araniella cucurbitina,0
AraOpi,-0.6542947602470264,-1.3718982767733157,Kveten Month,Araniella opistographa,0
ArgBru,-0.33442106627080714,2.162104108133578,Kveten Month,Argiope bruennichi,0
AttFlo,-1.829863207867798,-1.0824777624275774,Kveten Month,Attulus floricola,2
CerPro,2.064516995832073,0.7057178322476696,Kveten Month,Cercidia prominens,1
CluKul,-0.02111764152642459,-1.1327962307282016,Kveten Month,Clubiona kulczynskii,3
CycCon,-2.2134475591844343,1.9493403427376206,Kveten Month,Cyclosa conica,0
DiaDor,-0.22564735973185135,-2.2174772736965354,Kveten Month,Diaea dorsata,0
DicAru,-1.0671218777456482,-1.0551591440218957,Kveten Month,Dictyna arundinacea,0
DicPus,-0.7948134945475792,1.6381813644548602,Kveten Month,Dictyna pusilla,0
DipMel,-1.6411560768249285,-1.1042628670841415,Kveten Month,Dipoena melanogaster,0
DisEle,-0.7203984681433863,-1.4185465693567862,Kveten Month,Dismodiscus elevatus,1
EntCon,-0.7015520757524929,-1.8516873799993396,Kveten Month,Entelecara congenera,0
GibGib,-0.6741727953045592,-1.8819572711447519,Kveten Month,Gibbaranea gibbosa,0
HelCup,-1.304746017757016,1.903654726534213,Kveten Month,Heliophanus cupreus,0
HelDam,-0.77607329284832,-0.40289286861642104,Kveten Month,Heliophanus dampfi,1
HypCor,-0.6399950173085474,-1.4925324548689387,Kveten Month,Hypomma cornutum,2
HypHer,-0.6483007472486704,-1.9059245836957324,Kveten Month,Hypsosinga heri,2
HypPyg,-0.22036541234156082,1.3108893503780583,Kveten Month,Hypsosinga pygmaea,1
HypSan,1.146754749366705,1.3611215208685008,Kveten Month,Hypsosinga sanguinea,1
CheErr,-0.1775383323515355,1.25215809887827,Kveten Month,Cheiracanthium erraticum,1
LarCor,0.7943475889612805,-0.07325457935154844,Kveten Month,Larinioides cornutus,2
LasTri,-1.2262965265741175,1.7066293388207507,Kveten Month,Lasaeola tristis,0
LatHum,-0.1900057548627796,-2.210544166533781,Kveten Month,Lathys humilis,0
LinHor,-0.8477630567183563,-0.8681984980963511,Kveten Month,Linyphia hortensis,0
ManAca,0.20232853132737505,0.12714299839846532,Kveten Month,Mangora acalypha,0
MarRad,4.3296979197036,0.24223816484675287,Kveten Month,Marpissa radiata,2
MerTri,-0.26186939762001693,2.042610818090904,Kveten Month,Mermessus trilobatus,1
MetMen,4.074627390449819,1.6200413266896476,Kveten Month,Metellina mengei,0
MetPro,0.8795476095900099,1.6644991768812571,Kveten Month,Metopobactrus prominulus,1
MicHer,-1.2779639137904346,1.7547736979959414,Kveten Month,Micrargus herbigradus,0
MicPus,1.016923959069572,0.3390326838555371,Kveten Month,Microlinyphia pusilla,0
MicVir,-1.53346076557163,0.5671454433625789,Kveten Month,Micrommata virescens,0
MisVat,-0.5792433006130382,1.047013769056832,Kveten Month,Misumena vatia,0
NusNas,-0.02111764152642459,-1.1327962307282016,Kveten Month,Nusoncus nasutus,0
ObsObs,0.3487038434564538,0.7955136372477825,Kveten Month,Obscuriphantes obscurus,0
OxyRam,-1.6166467291775972,0.4729744121680217,Kveten Month,Oxyopes ramosus,1
PaiPal,1.8045916123065104,-1.195373190127222,Kveten Month,Paidiscura pallens,0
PhiAlb,-1.2252294421376178,1.7242945415242448,Kveten Month,Philodromus albidus,0
PhiAur,-1.2779639137904346,1.7547736979959414,Kveten Month,Philodromus aureolus,0
PhiCol,-0.9325680713467271,-1.2380792318932714,Kveten Month,Philodromus collinus,0
PhyImp,0.020350605174888403,-0.5563673996858132,Kveten Month,Phylloneta impressa,0
PhySis,-2.2134475591844343,1.9493403427376206,Kveten Month,Phylloneta sisyphia,0
PisMir,-0.10039466803124308,1.2415727129642156,Kveten Month,Pisaura mirabilis,0
PlaTin,-1.1808936665533067,1.2595724850962389,Kveten Month,Platnickina tincta,0
PorPyg,-1.0688263440172887,-1.852221283418358,Kveten Month,Porrhomma pygmaeum,2
SimSim,-2.2134475591844343,1.9493403427376206,Kveten Month,Simitidion simile,0
SinHam,-1.0118881550514827,1.1047741134766176,Kveten Month,Singa hamata,1
TetExt,0.18632917174722863,-1.1218850797936606,Kveten Month,Tetragnatha extensa,2
TetMon,-1.1449258190035467,1.4336509645772255,Kveten Month,Tetragnatha montana,2
TetNig,-0.5200097041772196,-0.7152473963339188,Kveten Month,Tetragnatha nigrita,1
TetObt,-0.8778324483939546,2.561654868614032,Kveten Month,Tetragnatha obtusa,2
TetPin,-0.7955655162343526,1.0759090562141485,Kveten Month,Tetragnatha pinicola,1
TheBoe,-0.6542947602470264,-1.3718982767733157,Kveten Month,Theridion boesenbergi,0
TheHem,-1.153536293888808,2.0839165120202807,Kveten Month,Theridion hemerobium,1
TheVar,-2.3463415399429204,-2.582843272750921,Kveten Month,Theridion varians,0
TibMar,-2.3463415399429204,-2.582843272750921,Kveten Month,Tibellus maritimus,2
TibObl,-0.3358792684231161,2.080704115826924,Kveten Month,Tibellus oblongus,0
TisVag,-0.12821623471546795,-1.588777834070537,Kveten Month,Tiso vagans,1
TreCri,-0.23079816190949864,-1.039170153556238,Kveten Month,Trematocephalus cristatus,0
TriCit,-0.5348456648500937,-1.9214266742047759,Kveten Month,Trichopterna cito,2
AgrBru,-0.5792433006130382,1.047013769056832,Kveten Month,Agroeca brunnea,0
AgyAff,-1.5456397974405838,2.2554973654934622,Kveten Month,Agyneta affinis,0
AttPub,-0.9298017349458212,-2.258632030808233,Kveten Month,Attulus pubescens,0
BatApp,0.5180378788704338,-2.617514337842769,Kveten Month,Bathyphantes approximatus,2
CalCla,-1.153536293888808,2.0839165120202807,Kveten Month,Callobius claustrarius,0
CicCic,0.6926475718049825,-2.0579072120036956,Kveten Month,Cicurina cicur,0
CluDiv,-1.0763435726189508,-1.4709254556714313,Kveten Month,Clubiona diversa,1
CluSus,-0.49418392476314427,-0.8040610602555538,Kveten Month,Clubiona subsaltans,1
CluSut,0.7751095951635387,1.3965909331705537,Kveten Month,Clubiona subtilis,1
DicNig,-0.31044031449211307,-1.356552765593626,Kveten Month,Dicymbium nigrum,2
GonRuf,4.3296979197036,0.24223816484675287,Kveten Month,Gongylidium rufipes,2
HahPus,-1.283491477317618,1.4226878272707377,Kveten Month,Hahnia pusilla,0
HarLep,-0.48271937017226413,0.8361998544343774,Kveten Month,Harpactea lepida,0
HypBit,-0.22564735973185135,-2.2174772736965354,Kveten Month,Hypomma bituberculatum,2
OzyAto,1.3711023702432439,1.8875161467447634,Kveten Month,Ozyptila atomaria,1
OzySca,-0.05743412309855511,2.0638266417728985,Kveten Month,Ozyptila scabricula,0
PelPar,-0.20782634367877373,-2.2140127596258696,Kveten Month,Pelecopsis parallela,1
SinCor,-0.7760153802831522,0.7191818724451593,Kveten Month,Sintula corniger,1
TarSet,-0.8498033614136704,3.921998492162804,Kveten Month,Taranucnus setosus,2
TriTho,-0.13574788100781365,0.24411400798522198,Kveten Month,Trichopternoides thorelli,2
WalCus,1.3711023702432439,1.8875161467447634,Kveten Month,Walckenaeria cuspidata,1
WalObt,2.833829197313377,1.9314243261712167,Kveten Month,Walckenaeria obtusa,1
XysErr,-0.31044031449211307,-1.356552765593626,Kveten Month,Xysticus erraticus,0
ZelPet,-0.8869523020810048,2.627997878482101,Kveten Month,Zelotes petrensis,0
