Short_name,DCA1,DCA2,Dataset,Species,Specialization
HelDam,-0.7040851049433925,1.7519950555858728,Smyk Method,Heliophanus dampfi,1
HypCor,0.04231602703452042,-1.7746641357400224,Smyk Method,Hypomma cornutum,2
HypHer,-0.4992939011843194,-0.29377132645503257,Smyk Method,Hypsosinga heri,2
HypPyg,0.29432930667698765,-0.7752553002361422,Smyk Method,Hypsosinga pygmaea,1
HypSan,0.48413635266773003,-0.12761197796400436,Smyk Method,Hypsosinga sanguinea,1
CheErr,-1.647076493425795,0.2607781015178783,Smyk Method,Cheiracanthium erraticum,1
LarCor,-1.0915620075423655,0.6042199967454884,Smyk Method,Larinioides cornutus,2
LasTri,-1.7972218902214392,-1.323828369970564,Smyk Method,Lasaeola tristis,0
LatHum,-2.1380390706623156,1.9061886154439125,Smyk Method,Lathys humilis,0
LinHor,-1.04803037411632,1.2060191336475574,Smyk Method,Linyphia hortensis,0
ManAca,-0.20108182211212267,0.6417039610689295,Smyk Method,Mangora acalypha,0
MarRad,5.954175008917344,-0.01780965329044104,Smyk Method,Marpissa radiata,2
MerTri,-2.492122733299108,2.0299324016434146,Smyk Method,Mermessus trilobatus,1
MetMen,4.651682839140879,-0.7672519881012929,Smyk Method,Metellina mengei,0
MetPro,2.1980387133440993,-2.1356457533375375,Smyk Method,Metopobactrus prominulus,1
MicHer,2.228048880667115,-2.1097529032176756,Smyk Method,Micrargus herbigradus,0
MicPus,1.649303662474264,2.0508090928882936,Smyk Method,Microlinyphia pusilla,0
MicVir,-1.4757579170645634,-1.5619566018060989,Smyk Method,Micrommata virescens,0
MisVat,0.3610781345702456,-1.4959672795919807,Smyk Method,Misumena vatia,0
NusNas,1.9393830049876155,2.80915471733837,Smyk Method,Nusoncus nasutus,0
ObsObs,-2.492122733299108,2.0299324016434146,Smyk Method,Obscuriphantes obscurus,0
OxyRam,-0.3599072986803711,-1.989265710369784,Smyk Method,Oxyopes ramosus,1
PaiPal,1.0448440305463675,-0.20707565674842954,Smyk Method,Paidiscura pallens,0
PhiAlb,-0.44292007693585633,-1.7561603461788318,Smyk Method,Philodromus albidus,0
PhiAur,1.7575670873933906,-1.2953869068000465,Smyk Method,Philodromus aureolus,0
PhiCol,1.659782869537802,2.8037215639604987,Smyk Method,Philodromus collinus,0
PhyImp,-0.3864523382906211,1.175501266055743,Smyk Method,Phylloneta impressa,0
PhySis,-2.682278203309205,-1.711526066246394,Smyk Method,Phylloneta sisyphia,0
PisMir,0.3403441049094855,-1.4887466693231235,Smyk Method,Pisaura mirabilis,0
PlaTin,-1.9513560623184865,1.2898639354957795,Smyk Method,Platnickina tincta,0
PorPyg,1.363740850013369,-1.0315727942736368,Smyk Method,Porrhomma pygmaeum,2
SimSim,-2.682278203309205,-1.711526066246394,Smyk Method,Simitidion simile,0
SinHam,2.174578673307971,-2.246848176541528,Smyk Method,Singa hamata,1
TetExt,-0.38864374175688354,0.21481569283903656,Smyk Method,Tetragnatha extensa,2
TetMon,4.6557222252276045,-1.9209924996156371,Smyk Method,Tetragnatha montana,2
TetNig,-0.5854466193637728,0.4831311929423179,Smyk Method,Tetragnatha nigrita,1
TetObt,-2.9074389477634037,-0.18511264499538127,Smyk Method,Tetragnatha obtusa,2
TetPin,1.3204615213417852,-0.6794672670196427,Smyk Method,Tetragnatha pinicola,1
TheBoe,-0.5766637140739626,3.170589828528193,Smyk Method,Theridion boesenbergi,0
TheHem,-1.3527106514455862,-1.0919287021500286,Smyk Method,Theridion hemerobium,1
TheVar,-0.8442164324172168,-2.2609979852445212,Smyk Method,Theridion varians,0
TibMar,-0.8313783170892843,-2.20738877231558,Smyk Method,Tibellus maritimus,2
TibObl,1.3816141474388233,-1.7276072494286037,Smyk Method,Tibellus oblongus,0
TisVag,-2.071224886832062,1.9635842426055787,Smyk Method,Tiso vagans,1
TreCri,0.5530610171015775,0.3127597323958935,Smyk Method,Trematocephalus cristatus,0
TriCit,-2.319884513044977,0.9207803301934114,Smyk Method,Trichopterna cito,2
AraQua,0.4628053289154601,0.9286365490830693,Smyk Method,Araneus quadratus,0
CluLut,5.954175008917344,-0.01780965329044104,Smyk Method,Clubiona lutescens,0
CluPhr,-3.8606839316371784,-0.017809653290541627,Smyk Method,Clubiona phragmitis,2
CluSta,-1.0729115053031064,0.9814936468440068,Smyk Method,Clubiona stagnatilis,2
EnoOva,1.7044116052914418,0.24064828482449352,Smyk Method,Enoplognatha ovata,0
EntFla,-0.63289506680517,1.2011647027024335,Smyk Method,Entelecara flavipes,0
EriDen,-0.5619033522559018,2.2551558880567213,Smyk Method,Erigone dentipalpis,0
EvaFal,0.39170921941979975,-3.060130741379948,Smyk Method,Evarcha falcata,0
HelFla,-1.647076493425795,0.2607781015178783,Smyk Method,Heliophanus flavipes,0
LinTri,1.7373450027536737,-2.5978877807099625,Smyk Method,Linyphia triangularis,0
NerRad,-0.41724383623446837,-2.2450179771812944,Smyk Method,Neriene radiata,0
SynGlo,-0.7237155443836729,-1.0384036546518889,Smyk Method,Synema globosum,1
TheGem,-0.03555108642952831,-2.3362569447344805,Smyk Method,Theridiosoma gemmosum,2
